prefLabel,altLabels,displayName,uri,confidence,in_hierarchy_gold,relations,classification
type V secretion system,type V autotransporter pathway; type V secretion pathway; type V secretion systems,"type V secretion system (type V autotransporter pathway, type V secretion pathway, type V secretion systems)",https://lod.nal.usda.gov/nalt/245158,0.98,False,skos:related,EXCLUDE
type VI secretion system,type VI protein secretion system,type VI secretion system (type VI protein secretion system),https://lod.nal.usda.gov/nalt/244123,0.98,False,skos:related,EXCLUDE
uptake mechanisms,uptake (physiology),uptake mechanisms (uptake (physiology)),https://lod.nal.usda.gov/nalt/55450,0.9,False,skos:broader; skos:narrower,EXCLUDE
ventral adhesive disk,ventral adhesive disc,ventral adhesive disk (ventral adhesive disc),https://lod.nal.usda.gov/nalt/200645,0.96,True,skos:broader; skos:narrower,EXCLUDE
viral inclusion bodies,Negri bodies; viroplasms,"viral inclusion bodies (Negri bodies, viroplasms)",https://lod.nal.usda.gov/nalt/246154,0.91,True,skos:broader; skos:narrower,EXCLUDE
water uptake,water absorption,water uptake (water absorption),https://lod.nal.usda.gov/nalt/46559,0.98,False,skos:related,EXCLUDE
action potentials,nerve impulses; spike potentials,"action potentials (nerve impulses, spike potentials)",https://lod.nal.usda.gov/nalt/3909,0.98,False,skos:broader; skos:narrower,EXCLUDE
adaptive immunity,acquired immune system; acquired immunity; adaptive immune response; adaptive immune system; adoptive immunity,"adaptive immunity (acquired immune system, acquired immunity, adaptive immune response, adaptive immune system, adoptive immunity)",https://lod.nal.usda.gov/nalt/105992,0.95,False,skos:related,EXCLUDE
animal physiology,,animal physiology,https://lod.nal.usda.gov/nalt/9107,0.99,False,skos:broader; skos:narrower,EXCLUDE
B-cell lymphoma,diffuse large B-Cell lymphoma; diffuse large-cell lymphoma; histiocytic lymphoma,"B-cell lymphoma (diffuse large B-Cell lymphoma, diffuse large-cell lymphoma, histiocytic lymphoma)",https://lod.nal.usda.gov/nalt/295040,0.99,False,skos:related,EXCLUDE
biochemistry,,biochemistry,https://lod.nal.usda.gov/nalt/17227,0.99,False,skos:related,EXCLUDE
bioelectricity,,bioelectricity,https://lod.nal.usda.gov/nalt/231463,0.93,False,skos:related,EXCLUDE
body composition,,body composition,https://lod.nal.usda.gov/nalt/10121,0.98,False,skos:broader; skos:narrower,EXCLUDE
body fluids,,body fluids,https://lod.nal.usda.gov/nalt/49,0.98,False,skos:broader; skos:narrower,EXCLUDE
botulinum toxin,botulinum neurotoxin,botulinum toxin (botulinum neurotoxin),https://lod.nal.usda.gov/nalt/15202,1.0,False,skos:related,EXCLUDE
cadherins,protocadherins,cadherins (protocadherins),https://lod.nal.usda.gov/nalt/20827,0.97,False,skos:related,EXCLUDE
calcium,Ca2+,calcium (Ca2+),https://lod.nal.usda.gov/nalt/6421,1.0,False,skos:related,EXCLUDE
calcium channels,calcium ion channels; voltage-dependent calcium channels,"calcium channels (calcium ion channels, voltage-dependent calcium channels)",https://lod.nal.usda.gov/nalt/21102,0.98,False,skos:related,EXCLUDE
catenins,catenin proteins,catenins (catenin proteins),https://lod.nal.usda.gov/nalt/295005,0.96,False,skos:broader; skos:narrower,EXCLUDE
cell-mediated immunity,cell mediated immunity; cell-mediated immune response; cellular immune response; cellular immunity,"cell-mediated immunity (cell mediated immunity, cell-mediated immune response, cellular immune response, cellular immunity)",https://lod.nal.usda.gov/nalt/10341,0.91,False,skos:broader; skos:narrower,EXCLUDE
chloroplast transit peptides,plastid transit peptides,chloroplast transit peptides (plastid transit peptides),https://lod.nal.usda.gov/nalt/317761,0.98,False,skos:related,EXCLUDE
chromoplasts,,chromoplasts,https://lod.nal.usda.gov/nalt/25832,0.99,True,skos:broader; skos:narrower,EXCLUDE
clathrin,,clathrin,https://lod.nal.usda.gov/nalt/26664,0.99,False,skos:related,EXCLUDE
contractile proteins,,contractile proteins,https://lod.nal.usda.gov/nalt/879,0.93,False,skos:related,EXCLUDE
DEAD-box RNA helicases,DEAD box helicases; DEAD-box proteins,"DEAD-box RNA helicases (DEAD box helicases, DEAD-box proteins)",https://lod.nal.usda.gov/nalt/240461,0.98,False,skos:related,EXCLUDE
ecophysiology,ecological physiology; environmental physiology; physiological ecology,"ecophysiology (ecological physiology, environmental physiology, physiological ecology)",https://lod.nal.usda.gov/nalt/142493,0.99,False,skos:broader; skos:narrower,EXCLUDE
elaioplasts,,elaioplasts,https://lod.nal.usda.gov/nalt/36096,0.99,True,skos:broader; skos:narrower,EXCLUDE
electrophysiology,,electrophysiology,https://lod.nal.usda.gov/nalt/17332,0.97,False,skos:broader; skos:narrower,EXCLUDE
excretion,,excretion,https://lod.nal.usda.gov/nalt/31966,0.94,False,skos:broader; skos:narrower,EXCLUDE
extracellular matrix,,extracellular matrix,https://lod.nal.usda.gov/nalt/38966,0.98,True,skos:related,EXCLUDE
exudation,,exudation,https://lod.nal.usda.gov/nalt/38979,0.96,False,skos:broader; skos:narrower,EXCLUDE
Fields of Study,,Fields of Study,https://lod.nal.usda.gov/nalt/127294,0.99,False,skos:broader; skos:narrower,EXCLUDE
fungus physiology,fungal physiology,fungus physiology (fungal physiology),https://lod.nal.usda.gov/nalt/41803,0.97,False,skos:broader; skos:narrower,EXCLUDE
gait,,gait,https://lod.nal.usda.gov/nalt/42145,0.99,False,skos:related,EXCLUDE
host-parasite relationships,host parasite relationships; host-parasite interactions; parasite host relationships; parasite-host interactions; parasite-host relationships,"host-parasite relationships (host parasite relationships, host-parasite interactions, parasite host relationships, parasite-host interactions, parasite-host relationships)",https://lod.nal.usda.gov/nalt/834,0.95,False,skos:related,EXCLUDE
inherited metabolic diseases,inborn errors of metabolism; inherited metabolic disorders,"inherited metabolic diseases (inborn errors of metabolism, inherited metabolic disorders)",https://lod.nal.usda.gov/nalt/2755,0.98,False,skos:related,EXCLUDE
integrins,,integrins,https://lod.nal.usda.gov/nalt/47468,0.97,False,skos:related,EXCLUDE
interleukin-13,IL-13; interleukin 13,"interleukin-13 (IL-13, interleukin 13)",https://lod.nal.usda.gov/nalt/222512,0.99,False,skos:related,EXCLUDE
ketolides,,ketolides,https://lod.nal.usda.gov/nalt/235866,0.99,False,skos:related,EXCLUDE
lipid metabolism,fat metabolism,lipid metabolism (fat metabolism),https://lod.nal.usda.gov/nalt/17396,0.93,False,skos:related,EXCLUDE
liquid junction potential,,liquid junction potential,https://lod.nal.usda.gov/nalt/200627,0.99,False,skos:related,EXCLUDE
liver microsomes,,liver microsomes,https://lod.nal.usda.gov/nalt/50439,0.88,True,skos:broader; skos:narrower,EXCLUDE
merozoites,,merozoites,https://lod.nal.usda.gov/nalt/32897,0.97,False,skos:related,EXCLUDE
microbial physiology,bacterial physiology,microbial physiology (bacterial physiology),https://lod.nal.usda.gov/nalt/4636,0.96,False,skos:broader; skos:narrower,EXCLUDE
microfilament proteins,actin binding proteins; actin-binding proteins,"microfilament proteins (actin binding proteins, actin-binding proteins)",https://lod.nal.usda.gov/nalt/200164,0.91,False,skos:related,EXCLUDE
mitogenesis,,mitogenesis,https://lod.nal.usda.gov/nalt/217943,0.99,True,skos:broader; skos:narrower,EXCLUDE
neurophysiology,nervous system physiology; neurobiology; neuroscience,"neurophysiology (nervous system physiology, neurobiology, neuroscience)",https://lod.nal.usda.gov/nalt/9426,0.98,False,skos:broader; skos:narrower,EXCLUDE
neurotransmitters,neuromediators; neuromodulators; neuroregulators,"neurotransmitters (neuromediators, neuromodulators, neuroregulators)",https://lod.nal.usda.gov/nalt/2522,0.99,False,skos:related,EXCLUDE
nuclear genome,nuclear DNA,nuclear genome (nuclear DNA),https://lod.nal.usda.gov/nalt/23422,0.97,False,skos:related,EXCLUDE
nutrient use efficiency,nitrogen use efficiency,nutrient use efficiency (nitrogen use efficiency),https://lod.nal.usda.gov/nalt/54892,0.99,False,skos:broader; skos:narrower,EXCLUDE
nutrition physiology,,nutrition physiology,https://lod.nal.usda.gov/nalt/10476,0.98,False,skos:broader; skos:narrower,EXCLUDE
ocular physiology,ocular physiological phenomenon; ocular physiological processes,"ocular physiology (ocular physiological phenomenon, ocular physiological processes)",https://lod.nal.usda.gov/nalt/245877,0.99,False,skos:broader; skos:narrower,EXCLUDE
pachytene stage,pachynema (meiosis); pachytene,"pachytene stage (pachynema (meiosis), pachytene)",https://lod.nal.usda.gov/nalt/123494,0.95,True,skos:broader; skos:narrower,EXCLUDE
parasitism,parasitisation; parasitising; parasitization; parasitizing,"parasitism (parasitisation, parasitising, parasitization, parasitizing)",https://lod.nal.usda.gov/nalt/46000,0.99,False,skos:related,EXCLUDE
pathophysiology,physiopathology,pathophysiology (physiopathology),https://lod.nal.usda.gov/nalt/9411,0.98,False,skos:related,EXCLUDE
peak oxygen uptake,maximal aerobic capacity; maximal aerobic power; maximal oxygen consumption; maximum oxygen uptake,"peak oxygen uptake (maximal aerobic capacity, maximal aerobic power, maximal oxygen consumption, maximum oxygen uptake)",https://lod.nal.usda.gov/nalt/314948,0.99,False,skos:broader; skos:narrower,EXCLUDE
physical activity,human activity (physical activity),physical activity (human activity (physical activity)),https://lod.nal.usda.gov/nalt/37116,0.99,False,skos:broader; skos:narrower,EXCLUDE
physiological regulation,,physiological regulation,https://lod.nal.usda.gov/nalt/45755,0.93,False,skos:broader; skos:narrower,EXCLUDE
physiological response,,physiological response,https://lod.nal.usda.gov/nalt/34396,0.9,False,skos:broader; skos:narrower,EXCLUDE
physiological state,physiological status,physiological state (physiological status),https://lod.nal.usda.gov/nalt/190809,0.95,False,skos:broader; skos:narrower,EXCLUDE
physiologists,,physiologists,https://lod.nal.usda.gov/nalt/55541,0.99,False,skos:related,EXCLUDE
plant physiology,,plant physiology,https://lod.nal.usda.gov/nalt/1821,0.97,False,skos:broader; skos:narrower,EXCLUDE
plastid DNA,,plastid DNA,https://lod.nal.usda.gov/nalt/25478,0.98,False,skos:related,EXCLUDE
plastid genome,,plastid genome,https://lod.nal.usda.gov/nalt/89067,0.98,False,skos:related,EXCLUDE
protein synthesis,protein anabolism; protein biosynthesis; protein expression,"protein synthesis (protein anabolism, protein biosynthesis, protein expression)",https://lod.nal.usda.gov/nalt/38953,0.98,False,skos:related,EXCLUDE
psychophysiology,,psychophysiology,https://lod.nal.usda.gov/nalt/317990,0.99,False,skos:broader; skos:narrower,EXCLUDE
reproduction,,reproduction,https://lod.nal.usda.gov/nalt/12898,0.96,False,skos:broader; skos:narrower,EXCLUDE
rhoptry proteins,,rhoptry proteins,https://lod.nal.usda.gov/nalt/263930,0.98,False,skos:related,EXCLUDE
ribosomal DNA,rDNA (ribosomal DNA),ribosomal DNA (rDNA (ribosomal DNA)),https://lod.nal.usda.gov/nalt/34168,0.97,False,skos:related,EXCLUDE
ribosomal RNA,rRNA (ribosomal RNA); rRNAs (ribosomal RNA),"ribosomal RNA (rRNA (ribosomal RNA), rRNAs (ribosomal RNA))",https://lod.nal.usda.gov/nalt/61502,0.97,False,skos:related,EXCLUDE
seed storage proteins,,seed storage proteins,https://lod.nal.usda.gov/nalt/198167,0.97,False,skos:related,EXCLUDE
somatic incompatibility,,somatic incompatibility,https://lod.nal.usda.gov/nalt/210003,0.96,False,skos:broader; skos:narrower,EXCLUDE
synapse,synapses (nervous system),synapse (synapses (nervous system)),https://lod.nal.usda.gov/nalt/54683,0.99,True,skos:related,EXCLUDE
synaptonemal complex,synaptinemal complex,synaptonemal complex (synaptinemal complex),https://lod.nal.usda.gov/nalt/51917,0.99,True,skos:broader; skos:narrower,EXCLUDE
T-cell lymphoma,,T-cell lymphoma,https://lod.nal.usda.gov/nalt/295041,0.97,False,skos:related,EXCLUDE
taxis (physiology),,taxis (physiology),https://lod.nal.usda.gov/nalt/24726,0.94,False,skos:broader; skos:narrower,EXCLUDE
thymus gland,,thymus gland,https://lod.nal.usda.gov/nalt/37012,0.98,False,skos:related,EXCLUDE
tissue distribution,,tissue distribution,https://lod.nal.usda.gov/nalt/58087,0.96,False,skos:broader; skos:narrower,EXCLUDE
triacylglycerols,neutral fats; neutral lipids; triglycerides,"triacylglycerols (neutral fats, neutral lipids, triglycerides)",https://lod.nal.usda.gov/nalt/3995,0.99,False,skos:related,EXCLUDE
tropisms,,tropisms,https://lod.nal.usda.gov/nalt/14074,0.98,False,skos:broader; skos:narrower,EXCLUDE
tubulin,alpha-tubulin; beta-tubulin; delta-tubulin; gamma-tubulin,"tubulin (alpha-tubulin, beta-tubulin, delta-tubulin, gamma-tubulin)",https://lod.nal.usda.gov/nalt/52880,0.98,False,skos:related,EXCLUDE
villi,villus,villi (villus),https://lod.nal.usda.gov/nalt/47558,0.97,False,skos:related,EXCLUDE
water requirement,,water requirement,https://lod.nal.usda.gov/nalt/47776,0.95,False,skos:broader; skos:narrower,EXCLUDE
acrocentric chromosomes,acrocentrics,acrocentric chromosomes (acrocentrics),https://lod.nal.usda.gov/nalt/3078,0.98,True,skos:broader; skos:narrower,EXCLUDE
adenosinetriphosphatase,ATP hydrolase; ATPase; Ca2+-Mg2+ ATPase; EC 3.6.1.3; adenosine 5'-triphosphatase; adenosine triphosphatase; adenylpyrophosphatase; complex V (mitochondrial electron transport),"adenosinetriphosphatase (ATP hydrolase, ATPase, Ca2+-Mg2+ ATPase, EC 3.6.1.3, adenosine 5'-triphosphatase, adenosine triphosphatase, adenylpyrophosphatase, complex V (mitochondrial electron transport))",https://lod.nal.usda.gov/nalt/4161,0.99,False,skos:related,EXCLUDE
adhesion,adhesiveness,adhesion (adhesiveness),https://lod.nal.usda.gov/nalt/4199,0.93,False,skos:related,EXCLUDE
allometry,,allometry,https://lod.nal.usda.gov/nalt/6699,0.99,False,skos:broader; skos:narrower,EXCLUDE
amniotic fluid,,amniotic fluid,https://lod.nal.usda.gov/nalt/8003,0.97,False,skos:broader; skos:narrower,EXCLUDE
amyloplast DNA,,amyloplast DNA,https://lod.nal.usda.gov/nalt/220598,0.95,False,skos:related,EXCLUDE
anabolism,anabolic process,anabolism (anabolic process),https://lod.nal.usda.gov/nalt/71664,0.96,False,skos:broader; skos:narrower,EXCLUDE
animal development,,animal development,https://lod.nal.usda.gov/nalt/4384,0.97,False,skos:related,EXCLUDE
animal growth,growth rate (animals),animal growth (growth rate (animals)),https://lod.nal.usda.gov/nalt/9226,0.98,False,skos:related,EXCLUDE
apicoplast DNA,,apicoplast DNA,https://lod.nal.usda.gov/nalt/220599,0.95,False,skos:related,EXCLUDE
apicoplast genome,,apicoplast genome,https://lod.nal.usda.gov/nalt/244970,0.95,False,skos:related,EXCLUDE
bacterial adhesion,bacterial adherence,bacterial adhesion (bacterial adherence),https://lod.nal.usda.gov/nalt/4195,0.98,True,skos:broader; skos:narrower,EXCLUDE
bacterial artificial chromosomes,BACs (bacterial artificial chromosomes),bacterial artificial chromosomes (BACs (bacterial artificial chromosomes)),https://lod.nal.usda.gov/nalt/15075,0.99,True,skos:broader; skos:narrower,EXCLUDE
bile secretion,,bile secretion,https://lod.nal.usda.gov/nalt/17174,0.96,False,skos:broader; skos:narrower,EXCLUDE
bioadhesion,bio-adhesiveness; bioadhesiveness,"bioadhesion (bio-adhesiveness, bioadhesiveness)",https://lod.nal.usda.gov/nalt/316508,0.9,False,skos:related,EXCLUDE
biocatalysis,biocatalytic activity; biocatalytic processes,"biocatalysis (biocatalytic activity, biocatalytic processes)",https://lod.nal.usda.gov/nalt/253068,0.99,False,skos:broader; skos:narrower,EXCLUDE
biological development,,biological development,https://lod.nal.usda.gov/nalt/1764,0.92,False,skos:broader; skos:narrower,EXCLUDE
biomass,crop biomass,biomass (crop biomass),https://lod.nal.usda.gov/nalt/15955,0.99,False,skos:related,EXCLUDE
biosynthesis,,biosynthesis,https://lod.nal.usda.gov/nalt/17535,0.97,False,skos:broader; skos:narrower,EXCLUDE
carbohydrate metabolism,,carbohydrate metabolism,https://lod.nal.usda.gov/nalt/22202,0.98,False,skos:broader; skos:narrower,EXCLUDE
carbon metabolism,,carbon metabolism,https://lod.nal.usda.gov/nalt/292503,0.98,False,skos:broader; skos:narrower,EXCLUDE
catabolism,catabolic process,catabolism (catabolic process),https://lod.nal.usda.gov/nalt/75194,0.99,False,skos:broader; skos:narrower,EXCLUDE
catabolite repression,carbon catabolite repression,catabolite repression (carbon catabolite repression),https://lod.nal.usda.gov/nalt/313434,0.99,False,skos:broader; skos:narrower,EXCLUDE
chemokine CCL5,CC chemokine ligand 5; CCL5 chemokine; RANTES; SCYA5 protein; T cell RNATES protein; T-Cell specific protein p288; TCP228 protein; chemokine (C-C motif) ligand 5; small inducible cytokine A5,"chemokine CCL5 (CC chemokine ligand 5, CCL5 chemokine, RANTES, SCYA5 protein, T cell RNATES protein, T-Cell specific protein p288, TCP228 protein, chemokine (C-C motif) ligand 5, small inducible cytokine A5)",https://lod.nal.usda.gov/nalt/236678,0.99,False,skos:related,EXCLUDE
chiasmata,,chiasmata,https://lod.nal.usda.gov/nalt/278,0.95,True,skos:broader; skos:narrower,EXCLUDE
chorion,chorion (insects); chorion (invertebrates); chorion (vertebrates); chorionic villi; chorionic villus; egg shell (insect); eggshell (insect); insect chorion,"chorion (chorion (insects), chorion (invertebrates), chorion (vertebrates), chorionic villi, chorionic villus, egg shell (insect), eggshell (insect), insect chorion)",https://lod.nal.usda.gov/nalt/105270,0.93,False,skos:related,EXCLUDE
chromosome painting,,chromosome painting,https://lod.nal.usda.gov/nalt/259363,0.96,False,skos:related,EXCLUDE
compensatory growth,catch-up growth,compensatory growth (catch-up growth),https://lod.nal.usda.gov/nalt/22958,0.98,False,skos:broader; skos:narrower,EXCLUDE
copper metabolism,,copper metabolism,https://lod.nal.usda.gov/nalt/232199,0.97,False,skos:broader; skos:narrower,EXCLUDE
dealkylation,,dealkylation,https://lod.nal.usda.gov/nalt/323992,0.99,False,skos:broader; skos:narrower,EXCLUDE
developmental milestones,,developmental milestones,https://lod.nal.usda.gov/nalt/334414,0.98,False,skos:broader; skos:narrower,EXCLUDE
dormancy breaking,breaking dormancy,dormancy breaking (breaking dormancy),https://lod.nal.usda.gov/nalt/19663,0.95,False,skos:broader; skos:narrower,EXCLUDE
energy metabolism,bioenergetics,energy metabolism (bioenergetics),https://lod.nal.usda.gov/nalt/8391,0.96,False,skos:broader; skos:narrower,EXCLUDE
fungal anatomy,gills (mushrooms),fungal anatomy (gills (mushrooms)),https://lod.nal.usda.gov/nalt/8506,0.99,False,skos:broader; skos:narrower,EXCLUDE
genotype-phenotype correlation,gene-association study; genotype-phenotype analysis; genotype-phenotype association; genotype-phenotype relationship; genotype-phenotype study,"genotype-phenotype correlation (gene-association study, genotype-phenotype analysis, genotype-phenotype association, genotype-phenotype relationship, genotype-phenotype study)",https://lod.nal.usda.gov/nalt/270455,0.98,False,skos:related,EXCLUDE
glyoxylate cycle,glyoxylate by-pass; glyoxylate bypass; glyoxylate bypass cycle; glyoxylate shunt,"glyoxylate cycle (glyoxylate by-pass, glyoxylate bypass, glyoxylate bypass cycle, glyoxylate shunt)",https://lod.nal.usda.gov/nalt/17287,0.97,False,skos:related,EXCLUDE
growth performance,animal growth performance; plant growth performance,"growth performance (animal growth performance, plant growth performance)",https://lod.nal.usda.gov/nalt/199526,0.95,False,skos:broader; skos:narrower,EXCLUDE
growth promotion,,growth promotion,https://lod.nal.usda.gov/nalt/43988,0.9,False,skos:broader; skos:narrower,EXCLUDE
H+/K+-exchanging ATPase,"ATP phosphohydrolase (H+/K+-exchanging); EC  3.6.3.10; H+-K+-ATPase; H+/K+-ATPase; H,K-ATPase","H+/K+-exchanging ATPase (ATP phosphohydrolase (H+/K+-exchanging), EC  3.6.3.10, H+-K+-ATPase, H+/K+-ATPase, H,K-ATPase)",https://lod.nal.usda.gov/nalt/237294,0.97,False,skos:broader; skos:narrower,EXCLUDE
H-transporting ATP synthase,"ATP synthase; ATP synthetase; EC 3.6.1.34; EC 3.6.3.14; F(1)F(0) ATPase; F(1)F(o) ATPase; F0F1-ATPase; F1-ATPase; FoF1-ATPase; H+-ATPase; H+-transporting two-sector ATPase; V-ATPase; V-type ATPase; bacterial Ca2+/Mg2+ ATPase; chloroplast ATPase; chloroplast F(1)F(0) ATPase; chloroplast F(1)F(o) ATPase; coupling factors (F0, F1 and CF1); lysosomal F0F1 ATPase; lysosomal FoF1 ATPase; lysosomal proton-translocating ATPase; mitochondrial ATPase; proton-translocating F-type (FoF1)-ATPases; vacuolar ATPase; vacuolar F0F1 ATPase; vacuolar FoF1 ATPase; vacuolar H+-ATPase; vacuolar membrane H(+)-ATPase; vacuolar proton-pumping ATPase; vacuolar proton-translocating ATPase; vacuolar-type H(+)-ATPase","H-transporting ATP synthase (ATP synthase, ATP synthetase, EC 3.6.1.34, EC 3.6.3.14, F(1)F(0) ATPase, F(1)F(o) ATPase, F0F1-ATPase, F1-ATPase, FoF1-ATPase, H+-ATPase, H+-transporting two-sector ATPase, V-ATPase, V-type ATPase, bacterial Ca2+/Mg2+ ATPase, chloroplast ATPase, chloroplast F(1)F(0) ATPase, chloroplast F(1)F(o) ATPase, coupling factors (F0, F1 and CF1), lysosomal F0F1 ATPase, lysosomal FoF1 ATPase, lysosomal proton-translocating ATPase, mitochondrial ATPase, proton-translocating F-type (FoF1)-ATPases, vacuolar ATPase, vacuolar F0F1 ATPase, vacuolar FoF1 ATPase, vacuolar H+-ATPase, vacuolar membrane H(+)-ATPase, vacuolar proton-pumping ATPase, vacuolar proton-translocating ATPase, vacuolar-type H(+)-ATPase)",https://lod.nal.usda.gov/nalt/13698,0.95,False,skos:broader; skos:narrower,EXCLUDE
H-transporting ATPase,EC 3.6.3.6,H-transporting ATPase (EC 3.6.3.6),https://lod.nal.usda.gov/nalt/35523,0.96,False,skos:broader; skos:narrower,EXCLUDE
hormone metabolism,,hormone metabolism,https://lod.nal.usda.gov/nalt/45912,0.97,False,skos:broader; skos:narrower,EXCLUDE
hypersecretion,,hypersecretion,https://lod.nal.usda.gov/nalt/46596,0.98,False,skos:broader; skos:narrower,EXCLUDE
ionophores,,ionophores,https://lod.nal.usda.gov/nalt/234,0.99,False,skos:related,EXCLUDE
loci,,loci,https://lod.nal.usda.gov/nalt/280,0.99,True,skos:broader; skos:narrower,EXCLUDE
metabolic detoxification,,metabolic detoxification,https://lod.nal.usda.gov/nalt/10484,0.98,False,skos:broader; skos:narrower,EXCLUDE
metabolic flux analysis,metabolic flux analyses,metabolic flux analysis (metabolic flux analyses),https://lod.nal.usda.gov/nalt/286616,0.97,False,skos:related,EXCLUDE
metabolic sequestration,,metabolic sequestration,https://lod.nal.usda.gov/nalt/52228,0.97,False,skos:broader; skos:narrower,EXCLUDE
metabolic studies,,metabolic studies,https://lod.nal.usda.gov/nalt/47904,0.99,False,skos:related,EXCLUDE
metabolites,anabolites; catabolites,"metabolites (anabolites, catabolites)",https://lod.nal.usda.gov/nalt/8303,0.98,False,skos:related,EXCLUDE
metabolome,,metabolome,https://lod.nal.usda.gov/nalt/42650,0.98,False,skos:related,EXCLUDE
metabolomics,metabolic profiling; metabolome analysis; metabonomic study; metabonomics,"metabolomics (metabolic profiling, metabolome analysis, metabonomic study, metabonomics)",https://lod.nal.usda.gov/nalt/17412,0.99,False,skos:related,EXCLUDE
metacentric chromosomes,,metacentric chromosomes,https://lod.nal.usda.gov/nalt/25875,0.99,True,skos:broader; skos:narrower,EXCLUDE
milk secretion,,milk secretion,https://lod.nal.usda.gov/nalt/4936,0.96,False,skos:broader; skos:narrower,EXCLUDE
mineral metabolism,,mineral metabolism,https://lod.nal.usda.gov/nalt/47279,0.98,False,skos:broader; skos:narrower,EXCLUDE
molecular motor proteins,motility proteins,molecular motor proteins (motility proteins),https://lod.nal.usda.gov/nalt/190002,0.98,False,skos:related,EXCLUDE
monoploidy,,monoploidy,https://lod.nal.usda.gov/nalt/284412,0.98,True,skos:related,EXCLUDE
neurosecretion,,neurosecretion,https://lod.nal.usda.gov/nalt/54736,0.97,False,skos:broader; skos:narrower,EXCLUDE
nitrogen metabolism,,nitrogen metabolism,https://lod.nal.usda.gov/nalt/52233,0.98,False,skos:broader; skos:narrower,EXCLUDE
nuclear antigens,,nuclear antigens,https://lod.nal.usda.gov/nalt/10364,0.97,False,skos:broader; skos:narrower,EXCLUDE
nucleoproteins,,nucleoproteins,https://lod.nal.usda.gov/nalt/55381,0.93,False,skos:related,EXCLUDE
oxidative stress,,oxidative stress,https://lod.nal.usda.gov/nalt/764,0.96,False,skos:related,EXCLUDE
pentaploidy,,pentaploidy,https://lod.nal.usda.gov/nalt/279339,0.9,True,skos:related,EXCLUDE
pharmacokinetics,drug absorption; drug biotransformation; drug kinetics; drug metabolism; toxicokinetics,"pharmacokinetics (drug absorption, drug biotransformation, drug kinetics, drug metabolism, toxicokinetics)",https://lod.nal.usda.gov/nalt/34640,0.99,False,skos:broader; skos:narrower,EXCLUDE
plant development,,plant development,https://lod.nal.usda.gov/nalt/1790,0.96,False,skos:related,EXCLUDE
plant growth,growth rate (plants),plant growth (growth rate (plants)),https://lod.nal.usda.gov/nalt/20266,0.97,False,skos:related,EXCLUDE
protamines,,protamines,https://lod.nal.usda.gov/nalt/59899,0.93,False,skos:broader; skos:narrower,EXCLUDE
protein metabolism,protein catabolism; protein turnover,"protein metabolism (protein catabolism, protein turnover)",https://lod.nal.usda.gov/nalt/7756,0.98,False,skos:broader; skos:narrower,EXCLUDE
protein secretion,,protein secretion,https://lod.nal.usda.gov/nalt/59935,0.98,False,skos:broader; skos:narrower,EXCLUDE
proteins,,proteins,https://lod.nal.usda.gov/nalt/876,0.99,False,skos:broader; skos:narrower,EXCLUDE
pyrophosphatases,EC 3.6.1,pyrophosphatases (EC 3.6.1),https://lod.nal.usda.gov/nalt/2708,0.95,False,skos:broader; skos:narrower,EXCLUDE
regrowth,,regrowth,https://lod.nal.usda.gov/nalt/43989,0.92,False,skos:broader; skos:narrower,EXCLUDE
resting periods,torpor,resting periods (torpor),https://lod.nal.usda.gov/nalt/33063,0.94,False,skos:broader; skos:narrower,EXCLUDE
Robertsonian translocation,,Robertsonian translocation,https://lod.nal.usda.gov/nalt/243987,0.98,True,skos:related,EXCLUDE
satellite DNA,,satellite DNA,https://lod.nal.usda.gov/nalt/34245,0.97,False,skos:related,EXCLUDE
seasonal growth,,seasonal growth,https://lod.nal.usda.gov/nalt/43990,0.92,False,skos:broader; skos:narrower,EXCLUDE
sex chromosomes,,sex chromosomes,https://lod.nal.usda.gov/nalt/25877,0.96,True,skos:broader; skos:narrower,EXCLUDE
skeletal muscle,,skeletal muscle,https://lod.nal.usda.gov/nalt/35050,0.98,False,skos:related,EXCLUDE
